200
5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 
x x 120.71416 183.54794 x 148.63534 99.12144 136.21369 x 186.87272 x 64.48146 x 192.19838 121.59096 83.29511 x x 44.06372 233.42522 139.16113 57.22359 x 141.85756 x x 73.22362 214.12409 201.3266 170.93937 152.34463 160.23114 x x x x x x 137.84228 190.24256 x 222.70677 171.1673 170.01023 49.29106 x 170.61912 x 184.06988 125.02926 x x x 63.16757 x x 86.44097 x x 85.71259 23.76075 x 12.38311 x 128.94969 123.87892 x 133.98293 156.5169 x 49.55246 83.1104 x 225.88563 x 153.26226 x 60.45352 x x 32.56642 128.26124 x 177.86354 x x 139.26659 x x x 155.68741 115.45106 x 168.95852 x 238.4978 x x 129.27622 183.12672 169.01671 x x x x 94.45044 x x 36.1514 207.5708 x x x x x x 122.20322 x x 69.6313 x 143.56719 x x 117.25515 x x x 65.52923 135.56496 x 112.79653 162.02269 x x 118.00807 x 85.58161 x x x 87.39816 x 160.07619 x x x x x x x x x x x x x x x 43.89576 130.50533 x x x x x x x x x x x x x x 42.94452 196.68773 182.66568 x x x x 250.94841 205.82796 53.72939 x x x x x 110.79577 x x x x 155.11742 x 163.07428 x x 
139.14965 x 163.83643 118.49383 113.03705 17.57195 70.6807 193.04847 x 123.41725 160.53639 107.37849 x 178.59742 151.39672 x x 133.19483 188.69392 181.99363 x 120.7036 168.73823 x 240.15955 70.85596 x x 123.92888 197.25558 x x x 168.42154 179.20904 12.21146 x 133.73803 202.9021 x x 132.7544 201.84279 x x x x 116.1353 x x x 187.69438 x x 163.0001 x 166.96419 154.90831 89.94686 200.1143 152.987 184.32251 159.91595 128.49223 x 48.89849 129.18083 x x 122.88929 116.55233 x x x x x 126.73333 x 141.16535 x 134.10976 x x 224.4599 172.76677 x x 135.36394 97.82433 x 200.21232 50.59276 x 209.12181 x x x x 222.66769 x 49.00704 x x x x x x x 179.35308 x 60.2773 x x x x x 139.18981 x 97.58185 129.68052 x x x x x x x 131.66338 x 163.60537 203.48014 x x x 105.14489 155.97063 189.44156 x 150.61132 x x x x x x x x 26.83169 x x x 184.08703 x x x x 248.64378 x x 156.42605 80.39654 x x x x x x x x 135.1401 x 131.23004 x x x x x x 98.70002 x x x x x x x 236.7684 x x x x 177.5239 x x 141.28666 x x x 59.79164 x 
x x 70.83786 78.45098 89.14005 x 153.33401 69.45693 x 75.13841 x 150.99806 x 13.64579 69.29372 108.03582 x 74.60967 166.6839 62.69627 x 145.5026 x 57.73739 x 162.50491 117.54485 x x 32.7602 x x 193.24489 54.19005 48.93192 x x 64.76298 x x 81.37142 101.24912 x x x 73.83743 62.23838 x 86.2599 180.29927 121.65835 x 121.46227 x 102.34105 x 107.74045 x 106.7162 x 167.32328 x x x 90.49745 153.45424 x 180.52005 x x 172.06518 112.14602 x x 97.74862 x 96.39264 178.75821 x x x x x x x x x 122.93013 174.33993 x 53.65445 x x x x x 151.61443 x x x 143.48141 18.39492 x 118.3368 94.39841 x x x 165.85504 x 128.32413 x x x x x 71.75364 122.40778 x 125.08407 174.63658 x 40.90648 93.4377 81.10171 x x x x 55.24518 129.02018 x 109.2954 x x 72.67396 x x 90.21672 75.30684 x x x 54.87381 34.53728 x x x 69.21683 x x x x x x x x x x 147.12976 x 93.91481 x x x x x x x 79.19057 x x x 177.50404 53.86546 x x x x 124.59635 x 105.28766 x x 158.85985 x 81.4863 x 76.38039 88.63421 94.72046 x x x x x x 176.40074 x x 
107.89038 x 26.0894 x 26.15685 125.95009 x 54.28981 78.62032 75.55446 31.09511 79.48299 x 70.8152 x 45.60852 92.67994 x 106.70918 111.97502 x 73.81359 77.32972 20.60174 x 95.82505 x x 92.17352 x 78.9741 x x 96.1299 41.17953 x x x x x x x 67.11923 51.015 88.13116 43.15733 55.43091 x 78.38018 119.53164 x x x x x 98.00378 50.89566 x 85.99126 86.60735 98.46176 105.50537 109.84207 34.40714 x 94.8696 92.85852 122.22936 x 68.98175 x 55.54599 107.08527 105.50245 x x 24.64526 x x 26.36532 x x 109.36974 86.88864 x 113.79325 x 52.70975 103.52374 x 61.67068 109.85083 85.02065 x x 118.36892 83.50101 x x 67.3718 105.61836 x 54.58097 x x x x x 103.14737 85.6207 82.40841 x x 122.20322 139.18981 71.75364 x 53.3999 64.62712 54.00525 128.56028 25.1187 x x 11.87178 x x x 105.07978 25.21287 x x 76.50661 x x x 96.97057 100.77297 x 73.21769 x x 91.16591 x x 74.77778 x x 103.42033 x 87.10914 x x x x x 109.4553 x x 80.48137 59.32079 x 127.16122 x x x x x x x x x x 106.88386 x x 79.18085 82.53955 x x 97.00339 x x x x x x 75.74154 21.02208 42.15038 57.94242 x x x x x 86.22932 x 84.03068 x 
x 86.4755 x x x x 72.42264 76.49271 113.57436 x x 43.2964 x x 53.11491 21.11206 x 134.64352 58.52945 x x 30.5838 130.72724 73.39095 x 76.54324 x x 138.13742 x 101.62905 x x 149.05173 x x 16.63176 x x x x x x 101.60493 40.44175 x x 30.3583 x 108.06523 x x x x 29.85607 121.59435 x x 121.63063 59.11288 x 56.05001 x x x 92.16932 x x 90.35929 x x x x x x 86.40088 x 68.27957 x x x x x x x 133.62108 71.24249 x x x x 96.80447 x 106.94837 48.22436 x x x x x 124.72857 x x x x 26.20947 130.99522 x 52.64823 x x x 78.75776 x x 122.40778 53.3999 x 102.23086 11.53861 x 75.82697 x x x 135.7333 x x x x x x 106.84907 69.03684 x x x 74.57845 x x x x x x x 119.0388 x x x x x x x 106.84371 x x 128.80749 x x x x x x x x x x x 29.23276 x x x x x x x 128.85157 x x x 121.33384 x x x x x x x x x x x x x x 111.50691 x x x x 
59.59272 x x x 47.52597 x x 114.83017 x 30.27459 95.23313 101.53606 x 81.30797 x 104.61334 x x 160.74032 x x 105.30835 x x 152.33304 92.1328 102.05175 64.62481 x 106.32714 x 27.04177 x x x x 87.18583 38.47403 x 27.87857 36.72089 x x 80.15658 142.438 106.2129 x 98.80621 22.72847 98.05954 96.62078 x x x 106.30995 x x 157.22889 21.36422 149.38705 140.0612 x x x x x x 95.62533 x x x x 130.68434 x x x 70.72315 123.09361 x x 141.10963 102.22303 73.46719 136.0361 x x x x x x x x x x x 88.72074 x x x x 51.5679 x 80.48217 28.76065 3.2571 78.6791 117.14377 x x x 39.45131 x 139.85456 x 97.58185 x 64.62712 102.23086 x x x x 127.37409 x x x 152.87441 47.98493 x 81.89609 149.77015 x x x 21.08363 x x x x x x x x 38.79867 x 21.94155 x x x x 30.57811 135.73861 x x 151.59943 x x x x 129.0513 x x 81.61019 x x x x 97.8007 x x x 56.97919 91.51369 x 107.94851 x x x 61.66723 x x x x 90.85711 x 95.64847 x x x x x x x x 57.38703 x x 85.41705 x x 
151.3758 95.96116 60.1884 115.09883 50.30265 112.87865 60.88406 84.65471 120.52405 x x 33.01574 x 124.81541 56.38103 31.20608 83.65703 x 66.30798 163.95674 x 21.94611 130.51498 72.74377 138.07313 x 16.93493 144.51211 133.19431 111.05493 92.62143 99.61579 77.55206 x 85.3236 130.03957 17.92938 x x 123.32113 x 154.99046 x 104.2003 49.13381 70.63481 101.15354 20.06528 x 96.53425 5.43224 81.67688 8.03153 x 39.69747 130.47594 x x 114.38233 70.57163 46.043 x 57.52016 x x 80.8564 135.43218 102.8598 87.01922 x x x 55.21096 x 49.03364 x 30.58586 x x 29.71387 59.07132 x x x 178.64309 143.10614 x 5.93665 58.50733 64.01803 100.91448 85.27649 x x x x 51.76652 x 99.36481 x 114.86149 x x 114.10438 x x x 134.573 x x x x x 69.6313 129.68052 125.08407 54.00525 11.53861 x x x 74.0154 x 172.8578 x 127.21143 x x 58.9197 x 74.3455 71.07106 98.92633 x x 54.88813 x x x 101.88335 x 27.63639 105.50115 x 127.73193 113.86815 134.33526 x x x 103.71401 54.53405 x x x 24.20227 x x x x 68.68685 x 123.50085 127.46116 73.50874 x x 34.97736 x 137.51341 x x x x 92.52564 x x x 37.48522 x x x x 138.5479 x x 128.69832 x x x x 131.7289 117.28754 x x 122.01965 x 122.2946 x 70.13158 
123.74263 x x 103.45655 x x 68.57005 182.76902 203.20838 x 151.69925 x 194.49218 164.46849 x 149.54742 x 117.92208 186.09282 166.67608 186.13234 117.9426 154.07205 125.8301 228.51936 70.81252 139.20965 141.04248 108.54947 x 54.36839 x 182.14222 153.22874 167.79378 x x 118.7674 192.88741 93.52455 101.48858 117.42149 x x 171.57728 170.75735 x x x 46.23668 x 177.26114 x 148.38962 155.47062 x 159.84949 x x x 151.90368 x x x x x 113.80559 37.33567 x 119.49626 x 162.51518 122.69897 x x 165.71078 x 108.25613 142.93839 x 135.7087 168.59579 144.88071 212.63912 157.39254 x 120.6785 x x 174.39625 188.84958 x x 197.24408 x x 79.0018 41.06154 214.21015 117.58942 33.68518 192.74266 x x x x 198.97083 x 177.07294 x x 141.58701 x x x 174.63658 128.56028 x x x x 118.82903 x x x x 214.37375 x 102.69623 x x x 66.02705 x x x x x x 201.76861 x x x 120.08715 150.33302 x x x x x x x x x x x x x 188.22688 153.14999 x x x x 55.18025 x x 147.19779 x 119.77681 x x 174.41525 143.72935 180.59268 123.8775 183.29279 x x x x x x x x x x x 109.67826 90.01021 x x 173.78257 193.91416 x x x x x x 
x x 47.15867 x x x 91.8226 x x 50.55924 x 93.57737 x 56.21114 34.75256 70.51032 88.27195 60.98461 131.2316 x x 91.10462 x 7.73571 110.3285 101.07519 73.20483 71.18123 67.23761 x x x 150.19774 73.60864 51.05466 x x x x x x 89.1185 x 43.72841 x x 30.31262 x x 119.11544 72.39009 64.84668 68.14793 85.7776 x 108.97564 x 141.79641 64.89407 x 119.86401 x x x 29.03085 x x x x 86.91763 x x 122.87834 82.38032 x 47.29611 43.49884 x 135.62232 44.30776 130.22057 58.50991 x 94.21609 x x x 74.05616 x x x x 81.18583 x x x x 106.78042 110.77961 42.32188 91.43549 77.95393 68.23949 x 44.90519 x x 91.41964 127.16336 64.7944 x x x 143.56719 x x 25.1187 75.82697 x 74.0154 118.82903 x 89.262 x 26.34149 86.60708 x x x x x 90.58521 x x x x 121.8946 x x x x 65.76102 x x x x x x x 68.72346 x x x x x x x x x x x x x x x x 62.23356 62.01986 88.12006 68.12666 x 85.08753 72.47546 x x x x x x x x x x x x 53.40296 x x x x x 60.63658 x x 13.53727 x x 119.74425 x x 
131.26925 x x 117.5259 x 209.64199 175.78466 56.62951 x x x 165.20142 120.35417 54.55203 80.24365 x 177.11916 x 160.34049 x x 156.57097 x 82.9035 x x 122.74762 104.35583 x x x 153.41656 x 93.90449 x x 116.99546 104.7607 58.47436 x x 142.15489 x 47.23427 145.68525 67.86507 99.33008 x 125.20569 206.61147 x 56.51055 133.43953 129.89794 x x x x 144.39788 x 170.42895 161.76827 180.35564 118.15687 x x 124.15466 x 98.3961 151.2592 x 109.15613 189.90875 103.18857 94.59402 x x x x x 192.51532 64.13593 x x x x x 130.96658 190.31404 176.23342 36.67865 197.48773 x x 176.88477 x 171.90527 194.84076 x 101.83074 178.44475 26.42837 x x 129.40395 x x 170.1827 x 80.12035 x x x x x 40.90648 x x 127.37409 x x 89.262 x 132.90301 x x x x x x x 177.32177 x x x 80.12372 x x 96.39617 x 108.53134 x x x x 121.27172 x x x x x x x x x x 54.96066 x 85.8173 x 141.06373 83.36963 x x x x 142.35381 x x x x 139.07015 x 183.47973 43.47882 x 35.51999 x 135.82555 x 40.7332 x 128.66893 x x x 45.68934 x x x x x x x x x x x x x 
x x x x x x 166.8491 154.94908 x x 154.65554 184.47154 210.16464 80.55939 132.92299 x 144.94312 42.56999 232.44365 36.05669 x 186.32399 61.6811 x 166.95411 175.94794 174.19268 x 44.29121 x x x x x 131.35669 x x 53.44781 x 59.26032 x x 130.18219 100.61433 213.80084 153.55246 x 180.02856 x x 172.15034 x 165.93992 x x 172.52861 176.16536 x 77.76488 x x x 230.22024 x x x x x x x x 180.89834 214.05291 29.73051 169.46558 122.01269 x 207.17465 230.14686 x 223.81208 148.01757 x 152.69558 x x 106.15027 x x x 143.91384 x x x 210.08585 x x x 197.82067 59.34031 x 106.73038 161.50727 x x 150.25823 x x x x x x x x x 93.4377 x x x 172.8578 x x 132.90301 x 126.85915 x x x x x 207.79934 x x 239.67855 65.35076 139.32634 x x 152.54096 x 92.77881 156.94153 x x x x x 137.35673 x x x x x x x x x 99.86462 x x 119.76229 x 146.93484 x x x x x x x x x x 222.66432 x x x x 143.50352 x x x x x x x x x x x x 70.46903 x x x x x 152.42478 x x 
107.081 82.75762 36.31694 71.87437 x x x 65.29416 90.48131 x x x 91.32336 x x 46.75321 x x 106.0487 x x 65.84181 x x x 84.26454 47.35595 x 90.16112 x x x x 99.90768 x x x x x 83.16786 21.85124 112.28453 x x 87.39327 53.3636 55.0985 60.68091 74.97687 x x 59.89031 x x 47.79488 x x x x 90.85682 93.53785 x 105.02054 28.13186 26.55614 x x x 41.11343 x 91.49433 x 98.49667 108.72147 51.6337 x x x 110.08877 x 104.98663 x x 98.75604 x x x x 93.29933 109.53525 x x x x 89.60103 x x x x 67.55706 x x 44.68989 83.96593 57.9691 23.42495 96.86022 x x x x 102.53113 x 117.25515 x 81.10171 11.87178 x x x x 26.34149 x 126.85915 x x x 95.33633 95.03017 x 91.26742 x x x 77.14819 x 97.5935 89.62912 x x x x 81.93423 43.02285 80.02269 x x 108.80407 x x x x 55.48171 x x x x x x x x 64.89966 x x x 36.69094 42.53957 39.37063 x x 10.3277 x 96.07671 x x x 88.9027 x x x x x x x 101.78989 x 109.15472 87.44741 x x x x x x x x x x x x 
65.30258 175.96198 131.66573 51.83501 85.06798 75.29997 93.48703 157.33023 x 55.96022 x x x x 118.31408 x x 62.577 193.51881 x 160.08392 130.90331 103.55955 94.33828 194.15095 100.82103 136.92134 85.08377 51.67411 x x x x x 137.32014 x x 66.92111 x 38.08806 76.80436 x 153.11899 x 176.03048 x 68.25342 x 44.06381 92.40703 129.32828 x 119.18006 x x x 150.95218 x 23.18571 187.94253 167.19147 x 177.38717 x x x 56.92119 x 71.52958 129.97932 142.09359 x x 98.06457 149.83967 132.2217 x 137.93217 x 106.31446 161.15734 x x 177.83718 x x 90.46433 131.05488 x 188.58725 x 92.65398 64.70023 162.72253 x x 101.28702 80.884 x x x x x 14.35858 x 115.3735 x x x x 41.11935 x x x x x x 135.7333 x 127.21143 x 86.60708 x x x x x x x 124.42848 189.00018 81.27191 x x 36.91197 124.74909 188.76157 x x x x x x x x x x 47.81042 88.27937 x 23.85902 173.39369 x x x x x 44.71819 x 160.41119 x x x x 84.83821 x x 136.41794 x x 104.89494 x 123.86342 x x x x x x x 192.85414 38.15958 x x 192.2 x 195.03851 x x x x 113.68301 x x 99.87499 x x x 73.8285 x 
184.36961 x x x x x x 40.56013 63.50847 156.54292 62.67476 x x x 76.6788 x 175.34907 163.52754 91.95763 168.53603 39.24415 120.12662 134.24463 x x x 84.05411 x 172.87996 x 167.81309 x 126.07107 157.28692 64.14631 220.45877 x 150.43194 30.52853 171.79215 x 193.16473 x 94.65157 83.49233 46.66609 136.04703 x 162.71966 x x x x x x x 59.82339 x x 47.62486 116.33028 x x x x 175.20453 x x 126.49651 x x x x x x x 96.36685 x x x x 50.94752 177.35467 59.72263 x x x x x x 52.96937 x 167.72548 x x 179.62803 x 186.99506 x x x x 118.65939 180.61484 x x x x 97.22141 143.10998 x x x x x x x x 152.87441 x 214.37375 x x x x x x x x x x 167.35243 x x 167.26647 x x x x x x x x x 134.0932 x 50.27262 206.45561 x 151.68014 x x x x x x x 151.59826 x x x x 213.10694 219.70842 x x 127.56143 x x x 90.42701 x 131.52727 x x x x 71.84544 x x x x x 126.17259 81.62561 x x 72.80971 x 131.39523 x x x 38.35326 x 22.65279 133.64004 x x x 
x x 116.65707 24.37325 89.10382 129.8652 130.51069 134.349 131.31885 21.41336 x 148.89049 x x 105.48453 x x x 201.34923 x x x x 77.13092 x 139.61708 142.43115 x 8.14358 x x x x x 111.00682 120.66075 x x 144.83627 x 76.33982 x 117.05909 84.23997 x x x x x 141.81841 x 128.64055 x 155.2496 140.95689 x 147.41348 x 42.74654 182.66802 x x 196.27146 121.52959 x x x x x x x x x x 142.07847 x x x x x 188.37682 x x 141.54555 44.33974 176.92918 76.50714 x x x x 138.6952 105.84584 x 175.00852 x x x x 30.00912 x x x 54.70254 x 118.32461 x x 196.42203 49.3117 x x x x 131.66338 x x x 47.98493 x x x x x 95.33633 x x x x 103.62763 x x 57.53566 x x x x x x 148.12387 58.89361 x 70.8128 x x 26.43349 x x x 42.1941 x x x 75.85436 x x 174.21426 x x x x x x x 126.74631 x 114.88476 x 148.50603 x x x x x x x x x x x x x x x x x x x 80.53916 x x x x x x x x 119.87159 x x 
177.94465 x x 143.02993 88.63338 83.53195 39.04429 143.47636 x 147.37501 105.72624 x x x 111.37456 x 69.82833 x 94.87948 202.91453 x 37.84377 x 119.06412 196.88987 32.86852 74.72055 179.6715 158.72943 x x x x x x 106.50135 x 152.65035 149.74092 x 99.58861 x 169.54872 155.74737 x x 136.37698 38.93936 x 59.54408 64.20881 140.27319 x 75.31174 98.1777 189.39544 x x 129.70506 120.13611 x 90.03066 x 73.36234 x 62.2993 x x 123.75758 x 17.22491 98.26358 x 193.15369 x 146.31969 80.82928 5.63049 x 78.89867 33.3366 130.86327 x 184.57307 x x 114.58231 64.06692 3.25066 77.32198 159.08007 50.34432 x x 33.14708 204.61634 31.94557 61.63509 x x 110.24115 189.62962 50.50223 123.53255 115.46776 80.46739 x x 84.94316 x x 40.36111 146.9671 65.52923 x x 105.07978 x x 58.9197 102.69623 x x x 95.03017 x x x x 127.45284 x x 112.33808 57.93811 138.38897 111.50195 99.91215 x x x 113.36864 x x 130.78474 x x x x x x 109.92561 105.28191 x x 112.12866 x 197.09111 103.0123 x x x x x x x 94.0692 x x 39.25358 x 103.7599 174.55993 x 43.49657 150.49823 x 183.92179 x x 97.43997 189.02437 x x 186.37353 100.35303 151.93661 x x x x x x x 155.97834 117.49075 x x x x x 
113.80638 x x x x x 112.41642 32.95719 53.44849 84.56751 31.39461 x x 58.72121 x 52.7979 x 92.40425 112.30911 x 35.65621 93.51182 x x 76.84483 120.5721 62.70937 95.46783 x 39.78658 101.02356 103.36978 x 92.7859 x 158.5887 x x x 99.58343 x x x x 94.71769 26.52924 63.94708 x 90.50804 144.74335 x x 69.84713 x 47.42854 73.51274 53.15663 x 102.73261 82.63674 112.39122 112.20818 123.26395 54.31962 59.45527 119.99483 100.4583 147.40114 x 88.313 x x x 102.99516 x x 46.93067 x 134.73851 x 130.95164 21.45443 x 61.68936 x x x x x x x 135.02549 109.9561 46.8522 115.16999 115.7603 107.95856 133.69724 73.9322 x 127.57977 64.33776 x 110.34208 82.65205 x 63.78281 x x 79.95911 x x x 135.56496 163.60537 55.24518 25.21287 x 81.89609 x x x x x x 124.42848 x 103.62763 127.45284 x x 115.24454 x x 95.14766 x 100.372 x x x x x 112.44367 48.72854 69.48242 x x x 103.34441 x x x x 108.23207 x 83.61644 85.51234 x x x x x x x 119.9372 x x x x 99.30645 x x x x x x x 57.68391 72.40473 x 72.41173 89.02221 x x 105.08551 x x x x x x x 46.34963 x 24.58341 x x 152.67759 109.20858 x 
x 54.69213 x 160.21399 x 186.95542 135.21383 x 95.82041 161.20498 x 103.5723 6.8581 136.30216 x x x 170.77279 50.85299 186.61894 61.70325 89.38262 x x x 138.95661 x x x 99.88401 x 162.95884 x x 80.45088 202.95516 69.15727 x 56.21882 173.24239 x 199.63846 97.6792 x 43.87999 x 140.64164 x x x x x 80.4461 x 43.89213 87.60748 x 101.13534 x 6.57609 x x x x x x x x x x x x 112.55915 183.24853 40.01754 x 82.1471 123.63258 107.14641 83.56959 107.92092 x x x x x 105.69389 68.47899 126.23 72.24297 x x x x x x x x 37.42811 x 182.74008 x 95.18538 174.77168 x x x x x 159.79291 157.58359 99.47813 x x 203.48014 129.02018 x x 149.77015 74.3455 x x x 207.79934 91.26742 189.00018 x x x x x 145.20344 x x x 69.41699 36.80385 135.70274 x x x x 170.61513 x x 160.95349 x 190.92044 183.65876 x x 20.31374 121.48677 x x x 88.51188 x x x 134.01886 x x 200.93812 147.81898 x x 52.60968 x x 86.80744 x x 94.82817 x x x x x x 88.26941 150.84183 x x x x x x 105.7817 x x 146.37813 x x x 63.1469 x 195.42894 x x 
x 156.79198 111.89466 100.64135 65.2244 41.80773 13.6826 141.10183 168.63223 x x 50.12695 141.88461 x x x x 118.30191 130.7748 164.70675 144.7104 62.5996 x 95.4914 x 19.56326 86.99689 x 113.87565 152.89551 x x 127.55948 x 131.20879 60.43498 78.31405 x x 99.03353 70.78816 130.95163 x x x x 99.82057 x 96.95419 x x 136.2831 64.77662 94.8095 x 186.88412 109.5118 x 81.69891 141.62228 96.70633 126.57092 x x 61.60705 x x 33.20441 x 64.38242 x x x 153.77378 x x 72.43123 57.54519 x 70.25698 x 126.88072 148.57722 x x 201.91044 x 76.82902 48.71728 x 151.46536 20.34517 x x x 163.93571 x 19.64499 166.55683 x 58.27558 x 50.04598 73.68009 71.99229 77.16787 x x 121.69834 145.82699 x 87.93254 154.60898 112.79653 x x x x x 71.07106 x 90.58521 177.32177 x x 81.27191 167.35243 x x 115.24454 145.20344 x x 106.42219 x x x x 95.62806 x x x x 99.30514 x x x x 146.28709 145.74921 x 125.58306 x x 137.51397 x x 59.47347 x x x 132.40542 x 56.95513 5.26926 57.82863 39.82367 98.55978 61.12927 x 88.4901 127.94608 x x x x 160.66994 172.23224 43.89601 x 186.04339 x x x x x x x x x 133.1494 x x x x 186.43253 58.60986 x x 113.57281 
x 147.41611 102.42571 x 55.21011 x 74.62692 128.88629 142.36996 44.03235 x 98.85268 x 98.64111 89.02405 112.39102 x 55.56479 165.07048 x x 104.89546 x 66.57628 x x 107.68025 x 49.40746 122.93865 x 9.85658 173.59051 x x 71.5649 x x x 34.24948 x 66.1783 128.07867 97.17677 x x x 98.36755 x x 100.6406 122.97243 90.92251 x 115.26207 167.75517 121.11949 155.61066 17.37771 158.1251 140.80099 x x x 42.43047 x x x 46.07782 x x 125.06574 x x x 105.78023 x 117.42149 145.0395 76.67426 138.07175 x 85.20867 152.32123 101.79943 x x 102.40017 109.2809 161.5584 130.58253 81.16229 x x x x x 71.50791 x x x x x x 15.02437 x 134.42921 36.45707 x 90.11297 24.97253 140.06738 x 162.02269 x 109.2954 76.50661 106.84907 x 98.92633 66.02705 x x x x x x 57.53566 112.33808 x x x x x 28.31777 x x 95.10238 x x x x x 55.79191 84.38951 x x x x 87.56286 x x x x 159.1208 x x x x 132.33134 31.51761 x x x x x x 106.56609 x x 75.39455 63.09153 x x x x x x x 19.03845 x x x x x x x x x x x x x x x x 108.83451 68.40869 56.22627 x 
x x 122.1925 x 117.1843 x 92.74331 139.25817 178.03874 184.20906 x 59.28068 x x 122.12715 x 124.0431 197.15968 51.34831 x x 53.63795 198.80423 141.04985 x x 73.90633 x x x x x 25.36211 215.88008 x x x x x x x 219.44343 x x 54.43382 x 168.57349 60.11027 x x x 138.36378 74.31804 x x 179.82881 x 4.41161 174.67729 91.55913 24.33839 x x x x 117.43778 x 126.50722 154.54834 x 42.57113 x x x x x 98.93082 x x x 24.6624 x x x x x x 69.1329 60.84551 28.15734 x x 120.37657 x 31.31134 x x 118.96294 134.67948 181.02179 x 200.62934 x 171.27241 156.54053 x x 190.12612 x 206.72883 141.4811 x x x x x x 69.03684 x x x x x 239.67855 x x x x 57.93811 x x 106.42219 x x 179.96843 x x x x x x x 158.79604 x x x x x x x x x x x 80.02411 x x x x x x x x 158.82884 x x x x x x x x x x 151.2113 x x x x x x x x x x x x x x x x x x 150.3355 x x x x x x 
x 146.46156 x 14.92731 x x 101.76854 127.85932 133.43809 19.1619 x 122.3838 168.17416 80.8283 92.59216 x x 28.14547 181.11915 77.0474 x x x x x 110.7523 122.21101 x x 113.30306 43.30609 x 193.62941 x x 94.82827 107.30006 x x 6.81454 x x 118.81045 85.83023 162.70081 x x 119.87756 7.16768 112.7354 117.27686 x 108.98446 x x x x x 15.30742 167.69298 161.11566 x 172.2084 x 55.76731 87.7077 x x x x x x 151.33657 65.17504 127.61455 x x x 168.661 x x x x x x 177.91534 62.86117 119.07882 x x x 109.46883 76.63899 x x 73.28241 106.58703 x x x 56.28368 111.49629 x x 23.47349 98.49343 x x 175.27335 x 53.24815 162.99972 x x 105.14489 x x x 21.08363 x x x x 65.35076 77.14819 36.91197 167.26647 x 138.38897 95.14766 x x 28.31777 179.96843 x 99.39706 x x x x 39.30961 x x x x x 164.67517 x x 62.47417 38.12417 x 88.3822 x x 140.17694 x x x x 55.53379 137.65925 88.3362 x x x 88.83724 x x x x x x x 118.96486 x x x x x x x 78.68729 x 177.93024 104.83212 162.20774 x x 46.42692 x x x x 71.59651 x 132.25414 93.09071 x x 
